try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,lambda_star,f_star,Z_star,phi1_fixed,e_implied,stable,RH_ok,has_complex,hopf_val,ok,reason,n_roots,rF_root_med,rF_root_p25,rF_root_p75,has_hopf
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.12,15,3,0.5420939678268957,1.9422857797926736,0.8311976127443744,2.7037081797374416,0.9370807312789067,FALSE,FALSE,FALSE,112.05264901167061,TRUE,ok,2,0.14035550000000002,0.12672725,0.15398375000000003,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.1075,10,2,0.5591016404467655,2.0804975280503992,0.9370167788565077,2.0437460258835927,0.9365320022508681,FALSE,FALSE,FALSE,1.7578110303173222,TRUE,ok,2,0.141992,0.12389550000000002,0.1600885,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.095,10,0.5,0.5896495702674275,2.3575125555196665,0.9927245895934328,0.5730293025029823,0.9360119848215351,FALSE,FALSE,TRUE,-0.05327648178467004,TRUE,ok,2,0.135241,0.1208265,0.1496555,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.12,10,2.5,0.52809958866655,1.836032624339385,0.6778947314644759,1.8372267431113871,0.94421487993549,FALSE,FALSE,FALSE,110.92490295217466,TRUE,ok,2,0.143178,0.12447,0.161886,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.1075,5,0.5,0.529654768816682,1.84752814176185,0.6976384999993378,0.4155308338114993,0.935716963367518,FALSE,FALSE,FALSE,1.835859416751597,TRUE,ok,2,0.137955,0.1121085,0.1638015,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.05749999999999999,15,2,0.7514340725643673,4.959800491824105,0.9999999999933358,2.1597374136792498,0.9445592723753403,FALSE,TRUE,TRUE,-1.8765315700392665e-4,TRUE,ok,2,0.138847,0.1259965,0.15169749999999999,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.08249999999999999,5,2,0.560639652558834,2.0935236558348684,0.9428938477444115,2.059950879379176,0.9348706878239802,FALSE,FALSE,FALSE,-0.6995046663437168,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.045,20,2.5,0.8487760886276773,9.208472385302496,1,2.7173497227486227,0.9347343033309559,FALSE,TRUE,TRUE,-2.3364368351840026e-4,TRUE,ok,2,0.137859,0.12740800000000002,0.14831,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.02,10,1,0.7525980435195719,4.990854119199724,0.9999999999948017,1.1001605649711566,0.9453165593351984,FALSE,TRUE,TRUE,-9.566549585706893e-5,TRUE,ok,2,0.138464,0.122228,0.1547,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.08249999999999999,20,2,0.7261217072333872,4.349774356656169,0.9999999991225907,2.184083105879836,0.9340303914046293,FALSE,TRUE,TRUE,-1.8797857556376862e-4,TRUE,ok,2,0.137213,0.1270945,0.1473315,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.095,5,2,0.5451909538384682,1.9666834696002988,0.8568439306544439,1.8779513901565223,0.9338302740427815,FALSE,FALSE,FALSE,7.7661510140609895,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.06999999999999999,20,1.5,0.7729481949894945,5.585220830803085,0.9999999999999551,1.627256960165687,0.9463778848075293,FALSE,TRUE,TRUE,-1.4165799356367914e-4,TRUE,ok,2,0.136449,0.1267285,0.1461695,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.095,5,3,0.5451909538384682,1.9666834696002988,0.8568439306544439,2.757919286750257,0.946558445167336,FALSE,FALSE,FALSE,17.678832879541908,TRUE,ok,1,0.084854,0.084854,0.084854,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.12,15,2,0.5420939678268957,1.9422857797926736,0.8311976127443744,1.7983937329379844,0.9466198609953975,FALSE,FALSE,FALSE,49.61639411080036,TRUE,ok,2,0.138847,0.1259965,0.15169749999999999,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.02,15,1.5,0.841412477299489,8.704720950769872,1,1.6501425074180591,0.9332527300382095,FALSE,TRUE,TRUE,-1.4165798134581353e-4,TRUE,ok,2,0.13782350000000002,0.12550925000000002,0.15013775000000001,TRUE
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.0325,15,3,0.8147651398730988,7.216467133823199,1,3.2578798731323335,0.9331221893940338,FALSE,TRUE,TRUE,-2.796365346047075e-4,TRUE,ok,2,0.14035550000000002,0.12672725,0.15398375000000003,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.0325,20,2.5,0.8781507681769951,11.823912591595594,1,2.7011579367797824,0.940337462469185,FALSE,TRUE,TRUE,-2.7984660667533523e-4,TRUE,ok,2,0.13785750000000002,0.12740725000000003,0.14830775000000002,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.02,5,0.5,0.6355863778116765,2.8615075635399707,0.9998700087104048,0.5741288560442627,0.9404421998144191,FALSE,TRUE,TRUE,-0.001044390587359759,TRUE,ok,2,0.13795000000000002,0.11210650000000001,0.16379349999999998,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.045,5,2,0.6061741358442717,2.525271561546417,0.9980886362565783,2.1682343088323255,0.9390946652853738,FALSE,FALSE,TRUE,-0.1818299975599156,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.045,10,2.5,0.7031862406990443,3.8868810962278904,0.999999964399331,2.7054063797928394,0.9388607678203312,FALSE,TRUE,TRUE,-2.915782723083987e-4,TRUE,ok,2,0.14317449999999998,0.12446824999999999,0.16188075,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.12,20,2,0.5560222396307737,2.0546879180549387,0.9236747327854338,2.0120212893467397,0.9380365285218476,FALSE,FALSE,FALSE,16.120866752680968,TRUE,ok,2,0.1372115,0.12709375,0.14732925,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.02,10,2,0.7525980435195719,4.990854119199724,0.9999999999948017,2.175089430226945,0.9378924708290056,FALSE,TRUE,TRUE,-2.2476010790800638e-4,TRUE,ok,2,0.1419895,0.12389425000000001,0.16008475,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.06999999999999999,15,1.5,0.7147925123124365,4.1118190280876545,0.9999999941123261,1.6345870851306248,0.9421339524687503,FALSE,TRUE,TRUE,-1.7063410449452004e-4,TRUE,ok,2,0.1378215,0.12550825000000002,0.15013475,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.08249999999999999,15,0.5,0.6750850803771075,3.408817702972898,0.9999983691282325,0.5726845395285637,0.9429260741151592,FALSE,TRUE,TRUE,-8.595253355444914e-5,TRUE,ok,2,0.13425199999999998,0.1239095,0.1445945,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.0325,10,2.5,0.7285971867662554,4.404413301445322,0.9999999994332818,2.7111918464303018,0.936857346309706,FALSE,TRUE,TRUE,-2.800582273443514e-4,TRUE,ok,2,0.14317449999999998,0.12446824999999999,0.16188075,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.1075,15,3,0.5881385070380925,2.3428438606061412,0.9918261150087548,3.2207260629627856,0.9362728422336821,FALSE,FALSE,FALSE,-2.226208124542956,TRUE,ok,2,0.140353,0.126726,0.15398,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.06999999999999999,5,3,0.575971730762999,2.228544331249677,0.9798502378044461,3.1553224892355503,0.9442935622517632,FALSE,FALSE,FALSE,-2.568158152206534,TRUE,ok,1,0.084854,0.084854,0.084854,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.045,15,2.5,0.7847855234454322,5.9826613843312915,0.9999999999999982,2.687647196813487,0.9450645170286696,FALSE,TRUE,TRUE,-2.798466078320211e-4,TRUE,ok,2,0.13968,0.12639899999999998,0.152961,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.0325,10,0.5,0.7285971867662554,4.404413301445322,0.9999999994332818,0.5711970251053572,0.9453830744602321,FALSE,TRUE,TRUE,-5.950420165696038e-5,TRUE,ok,2,0.13523849999999998,0.12082575,0.14965124999999999,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.12,5,2.5,0.5140609054198673,1.735592070286589,0.485151658968753,1.3406400714302438,0.9345380420303754,FALSE,FALSE,FALSE,66.77281514402573,TRUE,ok,1,0.084911,0.084911,0.084911,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.12,20,3,0.5560222396307737,2.0546879180549387,0.9236747327854338,3.0083818371640523,0.9343974104717384,FALSE,FALSE,FALSE,36.54112230349725,TRUE,ok,2,0.1383875,0.12766575000000002,0.14910925,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.05749999999999999,15,0.5,0.7514340725643673,4.959800491824105,0.9999999999933358,0.5708829298615457,0.9459032171931159,FALSE,TRUE,TRUE,-5.94951051984139e-5,TRUE,ok,2,0.13425199999999998,0.1239095,0.1445945,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.05749999999999999,5,2,0.5911589434116166,2.372273092068088,0.9935296733912695,2.17185693779029,0.9333300511243287,FALSE,FALSE,TRUE,-0.5290325052159955,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.02,5,1.5,0.6355863778116765,2.8615075635399707,0.9998700087104048,1.6256516189547257,0.9471924950658759,FALSE,TRUE,TRUE,-0.008403315988463785,TRUE,ok,1,0.085143,0.085143,0.085143,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.095,20,1,0.6737145341115364,3.387607675147739,0.9999980675384216,1.115174951264635,0.9325873634079019,FALSE,TRUE,TRUE,-2.586403338002141e-4,TRUE,ok,2,0.1353685,0.12622224999999998,0.14451475,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.12,15,2,0.5420939678268957,1.9422857797926736,0.8311976127443744,1.8259974502492695,0.9323097495324282,FALSE,FALSE,FALSE,49.43022368337015,TRUE,ok,2,0.13884449999999998,0.12599525,0.15169375,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.0325,15,1,0.8147651398730988,7.216467133823199,1,1.09675793456845,0.9482493513112509,FALSE,TRUE,TRUE,-1.1458286257572114e-4,TRUE,ok,2,0.13644,0.12486799999999999,0.148012,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.02,10,2.5,0.7525980435195719,4.990854119199724,0.9999999999948017,2.727015605941415,0.9314211456850648,FALSE,TRUE,TRUE,-2.79848806254715e-4,TRUE,ok,2,0.14317449999999998,0.12446824999999999,0.16188075,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.045,15,1.5,0.7847855234454322,5.9826613843312915,0.9999999999999982,1.6538321054540577,0.9311707004122962,FALSE,TRUE,TRUE,-1.6967077769847183e-4,TRUE,ok,2,0.1378215,0.12550825000000002,0.15013475,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.08249999999999999,20,0.5,0.7261217072333872,4.349774356656169,0.9999999991225907,0.5690294128842652,0.9489843360190695,FALSE,TRUE,TRUE,-5.9517129017468834e-5,TRUE,ok,2,0.133706,0.12550050000000001,0.1419115,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.02,20,1.5,0.9024751397014926,15.182204292302965,1,1.6223723576869815,0.9492272182173889,FALSE,TRUE,TRUE,-1.6967077727559482e-4,TRUE,ok,2,0.13644699999999998,0.1267275,0.1461665,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.08249999999999999,5,1,0.560639652558834,2.0935236558348684,0.9428938477444115,1.035006557730958,0.9496498745855361,FALSE,FALSE,FALSE,-0.20610889760432222,TRUE,ok,1,0.085443,0.085443,0.085443,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.12,5,1.5,0.5140609054198673,1.735592070286589,0.485151658968753,0.8254190005129204,0.930106391997348,FALSE,FALSE,FALSE,23.891497483926454,TRUE,ok,1,0.085143,0.085143,0.085143,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.12,15,1.5,0.5420939678268957,1.9422857797926736,0.8311976127443744,1.3543371554231274,0.9501300425554194,FALSE,FALSE,FALSE,27.700903610092947,TRUE,ok,2,0.1378215,0.12550825000000002,0.15013475,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.06999999999999999,20,1,0.7729481949894945,5.585220830803085,0.9999999999999551,1.118477296899073,0.929835592446362,FALSE,TRUE,TRUE,-1.1458286808911991e-4,TRUE,ok,2,0.1353685,0.12622224999999998,0.14451475,TRUE
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.095,5,2,0.5451909538384682,1.9666834696002988,0.8568439306544439,1.8861410717945548,0.9297755547204932,FALSE,FALSE,FALSE,7.736912729597471,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,15,2.5,0.841412477299489,8.704720950769872,1,2.7017043930478395,0.9401472664944598,FALSE,TRUE,TRUE,-3.2587425865002184e-4,TRUE,ok,2,0.13967849999999998,0.12639825,0.15295874999999998,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.12,10,2.5,0.52809958866655,1.836032624339385,0.6778947314644759,1.8458070187596607,0.9398256757236152,FALSE,FALSE,FALSE,110.09367816277857,TRUE,ok,2,0.1431715,0.12446674999999999,0.16187625,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,5,1,0.575971730762999,2.228544331249677,0.9798502378044461,1.08546650307253,0.9395501702886732,FALSE,FALSE,FALSE,-0.30088154348717283,TRUE,ok,1,0.085444,0.085444,0.085444,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.08249999999999999,15,1.5,0.6750850803771075,3.408817702972898,0.9999983691282325,1.6367265646345917,0.9409009341985977,FALSE,TRUE,TRUE,-4.1794953201825663e-4,TRUE,ok,2,0.13782,0.1255075,0.1501325,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.12,5,2,0.5140609054198673,1.735592070286589,0.485151658968753,1.0735166172264146,0.9411156769494363,FALSE,FALSE,FALSE,42.47651371906074,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.12,10,1,0.52809958866655,1.836032624339385,0.6778947314644759,0.765847064438276,0.9373865420389493,FALSE,FALSE,FALSE,17.425867898858925,TRUE,ok,2,0.13845849999999998,0.12222525000000001,0.15469175,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,10,3,0.7525980435195719,4.990854119199724,0.9999999999948017,3.2458402795251464,0.9365833615291586,FALSE,TRUE,TRUE,-3.900258780319549e-4,TRUE,ok,2,0.14417049999999998,0.12495375,0.16338724999999998,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,10,2.5,0.6485147293699275,3.027106041447722,0.9999654373002629,2.712060725153424,0.9365253401938379,FALSE,TRUE,TRUE,-0.009153090716623735,TRUE,ok,2,0.1431715,0.12446674999999999,0.16187625,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.08249999999999999,15,3,0.6750850803771075,3.408817702972898,0.9999983691282325,3.247088219202124,0.9362219016432163,FALSE,TRUE,TRUE,-0.0012546499826022878,TRUE,ok,2,0.1403505,0.12672475,0.15397624999999998,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,20,2,0.9024751397014926,15.182204292302965,1,2.179351438186132,0.9360582989303856,FALSE,TRUE,TRUE,-2.6172578253780276e-4,TRUE,ok,2,0.1372105,0.12709325,0.14732775,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,10,2.5,0.7525980435195719,4.990854119199724,0.9999999999948017,2.6884742307011043,0.9447737943631394,FALSE,TRUE,TRUE,-3.25876449990839e-4,TRUE,ok,2,0.1431715,0.12446674999999999,0.16187625,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.12,20,2.5,0.5560222396307737,2.0546879180549387,0.9236747327854338,2.4862989068729804,0.9448529400345345,FALSE,FALSE,FALSE,25.20580584305367,TRUE,ok,2,0.13785550000000002,0.12740625,0.14830475,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,20,2.5,0.7729481949894945,5.585220830803085,0.9999999999999551,2.6877237343695017,0.9450376046910687,FALSE,TRUE,TRUE,-3.258742918195445e-4,TRUE,ok,2,0.13785550000000002,0.12740625,0.14830475,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.0325,20,2,0.8781507681769951,11.823912591595594,1,2.1585682168602944,0.945070896562743,FALSE,TRUE,TRUE,-2.6172578253780276e-4,TRUE,ok,2,0.1372105,0.12709325,0.14732775,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,10,1.5,0.7525980435195719,4.990854119199724,0.9999999999948017,1.6481826750328767,0.934362448605088,FALSE,TRUE,TRUE,-1.9757810756936695e-4,TRUE,ok,2,0.140489,0.1231755,0.15780249999999998,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.12,15,1,0.5420939678268957,1.9422857797926736,0.8311976127443744,0.9211072017904371,0.9458156564740249,FALSE,FALSE,FALSE,12.173427997797717,TRUE,ok,2,0.1364375,0.12486675,0.14800824999999998,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,10,0.5,0.6485147293699275,3.027106041447722,0.9999654373002629,0.5781262425938621,0.9340221544474556,FALSE,TRUE,TRUE,-4.553041177759055e-4,TRUE,ok,2,0.1352365,0.12082525,0.14964775,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,20,2,0.7729481949894945,5.585220830803085,0.9999999999999551,2.156193941715174,0.9461115535725717,FALSE,TRUE,TRUE,-2.6172580389010464e-4,TRUE,ok,2,0.1372105,0.12709325,0.14732775,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.095,5,2,0.5451909538384682,1.9666834696002988,0.8568439306544439,1.8790451731765645,0.933286696000098,FALSE,FALSE,FALSE,7.707729586456126,TRUE,ok,1,0.084997,0.084997,0.084997,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.08249999999999999,10,2,0.6195213056922212,2.6714117053727304,0.9994054709352692,2.1846199411898852,0.9332565831840159,FALSE,FALSE,TRUE,-0.08517207063018487,TRUE,ok,2,0.14198650000000002,0.12389275000000001,0.16008024999999998,TRUE
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.045,10,2,0.7031862406990443,3.8868810962278904,0.999999964399331,2.1866536209592597,0.9329323626042507,FALSE,TRUE,TRUE,-2.6924950743190124e-4,TRUE,ok,2,0.14198650000000002,0.12389275000000001,0.16008024999999998,TRUE
