try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,r_implied,lambda_star,f_star,Z_star,phi1_fixed,e_star,c1,c2,c3,H,maxReEig,maxImEig,stable,RH_ok,has_complex,reason
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,0.5,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,0.5436167104635388,0.9932273860654559,0.0742425329323641,0.17430039319869756,0.013978736127895847,-0.0010382334457175318,0.0028728335184733944,0.41803316326600354,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,1,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,1.0710760118905456,0.970864809935329,0.06876930501223773,0.3356559541350476,0.026921885674803886,-0.0038390589857171184,0.005611760039791247,0.5801053898757915,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,1.5,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,1.6074574541300537,0.9579133862046385,0.06329607709211135,0.49701151507139774,0.03986503522171194,-0.008406156048085686,0.008349203912510844,0.7058878001483835,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,2,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,2.429879448306747,0.8394408285736953,0.057822849171984964,0.6583670760077479,0.052808184768619974,-0.014739524632823207,0.011086244866811618,0.8124148367755996,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,2.5,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,2.855289194523357,0.8894633253427657,0.05234962125185859,0.819722636944098,0.06575133431552804,-0.02283916473992973,0.013823119010528628,0.9065004924935653,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,5,3,0.13125169104336687,0.6355863778116765,2.8615075635399707,0.9998700087104048,3.22333282919135,0.9430022238484671,0.046876393331732213,0.981078197880448,0.07869448386243609,-0.0327050763694052,0.016559908120125227,0.9916922038033988,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,0.5,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,0.5633949073264376,0.9584751174978559,0.07971576031942235,0.1747552354983655,0.01398041884326793,-4.9672375716019665e-5,1.3710013955926803e-4,0.4180635716866995,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,1,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,1.1830179928801956,0.8791075082998528,0.07971575978635423,0.3365656387343836,0.026925251105548068,-9.566549585706546e-5,1.3946839236389508e-4,0.5801619883673939,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,1.5,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,1.6252898182254287,0.9475233172097579,0.0797157592532861,0.49837604197040164,0.03987008336782819,-1.4165878851004482e-4,1.4031861512125987e-4,0.7059734217718301,FALSE,TRUE,TRUE,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,2,0.13125169104336687,0.7525980435195719,4.990854119199724,0.9999999999948017,2.2197571481345224,0.9190194529631377,0.07971575872021797,0.6601864452064197,0.05281491563010833,-1.8765225367498028e-4,1.4075621994322218e-4,0.8125324274274195,FALSE,TRUE,TRUE,ok
