try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,lambda_star,f_star,Z_star,phi1_fixed,e_implied,stable,RH_ok,has_complex,hopf_val,ok,reason,n_roots,rF_root_med,rF_root_p25,rF_root_p75,has_hopf,e_star,ok_flag,gate_interior,gate_hopf,gate_ok,gate_reason,score_stage4,rank_stage4
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,20,2.5,0.8448367152071128,10.091067992104884,1,2.6938999650068585,0.9428709428687094,TRUE,TRUE,TRUE,0.00131192347285451,TRUE,ok,4,0.134482,0.111219,0.16147125,TRUE,0.9428709428687094,TRUE,TRUE,TRUE,TRUE,pass,2.4232590946100254,66
549,11,2.5,0.08,0.03,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6754167687861922,0.05749999999999999,20,1.5,0.8091760696193296,6.876565197493302,1,1.6334881978575142,0.94276775431856,TRUE,TRUE,TRUE,8.021901037637488e-4,TRUE,ok,4,0.1265075,0.104524,0.15216200000000002,TRUE,0.94276775431856,TRUE,TRUE,TRUE,TRUE,pass,2.4227986416524168,67
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.05749999999999999,10,2,0.6731204820833798,3.816439788816093,0.9999995471604248,2.1627902544336397,0.9432255810007129,TRUE,TRUE,TRUE,0.00115095396734941,TRUE,ok,3,0.104901,0.086095,0.1373085,TRUE,0.9432255810007129,TRUE,TRUE,TRUE,TRUE,pass,2.4226450797828627,68
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.045,20,1.5,0.8448367152071128,10.091067992104884,1,1.6326999592594804,0.9432229058782332,TRUE,TRUE,TRUE,6.628952206861848e-4,TRUE,ok,4,0.133257,0.111413,0.15889350000000002,TRUE,0.9432229058782332,TRUE,TRUE,TRUE,TRUE,pass,2.422459907154134,69
537,9,2.5,0.08,0.025,0.05,0.02,0.45,0.12973326797683707,0.0083353757238426,0.6754584456648113,0.02,20,2,0.8997694344969538,14.557688637331491,1,2.163536903751083,0.9429004869124727,TRUE,TRUE,TRUE,8.855891724130829e-4,TRUE,ok,4,0.1271525,0.104294,0.154154,TRUE,0.9429004869124727,TRUE,TRUE,TRUE,TRUE,pass,2.422449822707353,70
561,13,2.5,0.08,0.035,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6753750919075729,0.02,20,2.5,0.8997694344969536,14.55768863733145,1,2.6932457295944916,0.943099982333374,TRUE,TRUE,TRUE,0.00154351298096814,TRUE,ok,4,0.127671,0.1043355,0.1546985,TRUE,0.943099982333374,TRUE,TRUE,TRUE,TRUE,pass,2.4222175393800276,71
561,13,2.5,0.08,0.035,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6753750919075729,0.06999999999999999,15,2,0.7101266065033778,3.972727723804449,0.9999998690571577,2.1629150793189185,0.9431714437705488,TRUE,TRUE,TRUE,0.00120939065033713,TRUE,ok,4,0.1260465,0.0967485,0.15983225,TRUE,0.9431714437705488,TRUE,TRUE,TRUE,TRUE,pass,2.422074616505678,72
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.045,20,1.5,0.8448367152071128,10.091067992104884,1,1.631783294049092,0.9437527676721448,TRUE,TRUE,TRUE,9.279224177285264e-4,TRUE,ok,4,0.1332555,0.11156025,0.158202,TRUE,0.9437527676721448,TRUE,TRUE,TRUE,TRUE,pass,2.421590706439999,73
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.045,15,1.5,0.7809137156371934,6.606039692287071,1,1.6312646191101523,0.944052842168589,TRUE,TRUE,TRUE,9.279224177285264e-4,TRUE,ok,4,0.1342475,0.10625475,0.16629025,TRUE,0.944052842168589,TRUE,TRUE,TRUE,TRUE,pass,2.4209905574471104,74
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.045,15,0.5,0.7809137156371933,6.606039692287066,1,0.5718366083223373,0.9443256904874628,TRUE,TRUE,TRUE,3.718313654476855e-4,TRUE,ok,4,0.131181,0.107263,0.1584975,TRUE,0.9443256904874628,TRUE,TRUE,TRUE,TRUE,pass,2.420540122246207,75
549,11,2.5,0.08,0.03,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6754167687861922,0.06999999999999999,15,2.5,0.7101266065033778,3.972727723804449,0.9999998690571577,2.6891910667996854,0.9445218318628662,TRUE,TRUE,TRUE,0.00127606474007276,TRUE,ok,4,0.1267365,0.0964995,0.16194299999999998,TRUE,0.9445218318628662,TRUE,TRUE,TRUE,TRUE,pass,2.4192904865638045,76
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,20,1,0.8997694344969538,16.637358442664556,1,1.1004917207872498,0.9450320982478848,TRUE,TRUE,TRUE,5.371655164443656e-4,TRUE,ok,4,0.13237749999999998,0.11172425,0.1563455,TRUE,0.9450320982478848,TRUE,TRUE,TRUE,TRUE,pass,2.4189367838516747,77
573,15,2.5,0.08,0.04,0.05,0.02,0.45,0.12973326797683704,0.0083353757238426,0.6753334150289537,0.06999999999999999,15,3,0.7101266065033779,3.9727277238044527,0.9999998690571577,3.2174032033421103,0.944861248355084,TRUE,TRUE,TRUE,0.00204370247265583,TRUE,ok,4,0.12732100000000002,0.096549,0.16252925,TRUE,0.944861248355084,TRUE,TRUE,TRUE,TRUE,pass,2.418778361093846,78
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.06999999999999999,15,0.5,0.7101266065033779,4.540260255776517,0.9999999986160044,0.5713266861392186,0.9451685216335532,TRUE,TRUE,TRUE,2.7888814027863564e-4,TRUE,ok,4,0.131184,0.10707975,0.15915374999999998,TRUE,0.9451685216335532,TRUE,TRUE,TRUE,TRUE,pass,2.4186639370803382,79
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.06999999999999999,20,1.5,0.7675744214939847,6.120542126456408,0.9999999999999956,1.629137537442148,0.9452854437433772,TRUE,TRUE,TRUE,0.00106040796703564,TRUE,ok,4,0.133255,0.111634,0.15793775,TRUE,0.9452854437433772,TRUE,TRUE,TRUE,TRUE,pass,2.418620615734378,80
561,13,2.5,0.08,0.035,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6753750919075729,0.06999999999999999,20,1,0.7675744214939847,5.355474360649358,0.9999999999979444,1.1004344103159385,0.9450813153864908,TRUE,TRUE,TRUE,6.319893655761417e-4,TRUE,ok,4,0.1256045,0.10482875,0.1496555,TRUE,0.9450813153864908,TRUE,TRUE,TRUE,TRUE,pass,2.418254873273794,81
537,9,2.5,0.08,0.025,0.05,0.02,0.45,0.12973326797683707,0.0083353757238426,0.6754584456648113,0.045,10,0.5,0.7000073120191244,3.784018737554689,0.99999940745173,0.5714079115306959,0.9450336490429504,TRUE,TRUE,TRUE,2.274719392493744e-4,TRUE,ok,3,0.091326,0.074569,0.11794,TRUE,0.9450336490429504,TRUE,TRUE,TRUE,TRUE,pass,2.418183498446398,82
537,9,2.5,0.08,0.025,0.05,0.02,0.45,0.12973326797683707,0.0083353757238426,0.6754584456648113,0.02,20,0.5,0.8997694344969538,14.557688637331491,1,0.5710145600372926,0.9456851677560254,TRUE,TRUE,TRUE,2.3442066328581077e-4,TRUE,ok,4,0.1241845,0.1051335,0.14670625,TRUE,0.9456851677560254,TRUE,TRUE,TRUE,TRUE,pass,2.4168804610202477,83
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.02,10,2.5,0.7497599965864213,5.552887127134718,0.9999999999995804,2.6846102107316256,0.9461336285787036,TRUE,TRUE,TRUE,0.00109334649874789,TRUE,ok,3,0.104868,0.085041,0.1383305,TRUE,0.9461336285787036,TRUE,TRUE,TRUE,TRUE,pass,2.4166384617531933,84
537,9,2.5,0.08,0.025,0.05,0.02,0.45,0.12973326797683707,0.0083353757238426,0.6754584456648113,0.045,15,1.5,0.7809137156371934,5.780284730751189,0.9999999999999314,1.627961931214668,0.9459680662500872,TRUE,TRUE,TRUE,6.685329895846012e-4,TRUE,ok,4,0.1251595,0.0967445,0.15860875,TRUE,0.9459680662500872,TRUE,TRUE,TRUE,TRUE,pass,2.4163146640321242,85
537,9,2.5,0.08,0.025,0.05,0.02,0.45,0.12973326797683707,0.0083353757238426,0.6754584456648113,0.02,15,2,0.8383495730379544,8.410264657291659,1,2.1557117917342112,0.9463231624107208,TRUE,TRUE,TRUE,8.855891724130829e-4,TRUE,ok,4,0.126049,0.096536,0.16077775,TRUE,0.9463231624107208,TRUE,TRUE,TRUE,TRUE,pass,2.415604471710857,86
573,15,2.5,0.08,0.04,0.05,0.02,0.45,0.12973326797683704,0.0083353757238426,0.6753334150289537,0.05749999999999999,15,1.5,0.7471555690383842,4.7920243531662905,0.9999999998135536,1.6270293383160608,0.946510283160718,TRUE,TRUE,TRUE,0.00106942525551744,TRUE,ok,4,0.1251555,0.0970345,0.15735349999999998,TRUE,0.946510283160718,TRUE,TRUE,TRUE,TRUE,pass,2.415480291482578,87
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.02,15,1.5,0.8383495730379544,9.61173103690475,1,1.6263551410986112,0.946902654336446,TRUE,TRUE,TRUE,0.00106040796812856,TRUE,ok,4,0.1342465,0.106347,0.16594799999999998,TRUE,0.946902654336446,TRUE,TRUE,TRUE,TRUE,pass,2.4153861945482404,88
549,11,2.5,0.08,0.03,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6754167687861922,0.06999999999999999,20,3,0.7675744214939847,5.355474360649358,0.9999999999979444,3.211781004350633,0.9465153433175838,TRUE,TRUE,TRUE,0.00158354235965356,TRUE,ok,4,0.1281235,0.104164,0.156134,TRUE,0.9465153433175838,TRUE,TRUE,TRUE,TRUE,pass,2.4153034636543693,89
573,15,2.5,0.08,0.04,0.05,0.02,0.45,0.12973326797683704,0.0083353757238426,0.6753334150289537,0.045,15,1,0.7809137156371934,5.780284730751188,0.9999999999999314,1.0986541303573176,0.9466127430492524,TRUE,TRUE,TRUE,7.22229213960205e-4,TRUE,ok,4,0.124,0.0973415,0.15454574999999998,TRUE,0.9466127430492524,TRUE,TRUE,TRUE,TRUE,pass,2.4152753717055093,90
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,10,1.5,0.7497599965864213,5.552887127134718,0.9999999999995804,1.6261763062793764,0.9470067876728732,TRUE,TRUE,TRUE,7.954181086782496e-4,TRUE,ok,3,0.104957,0.0863655,0.13604149999999998,TRUE,0.9470067876728732,TRUE,TRUE,TRUE,TRUE,pass,2.414987405001698,91
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.02,10,2.5,0.7497599965864212,5.5528871271347136,0.9999999999995804,2.6808460340136664,0.9474620950894946,TRUE,TRUE,TRUE,0.00174898440692168,TRUE,ok,3,0.104868,0.085908,0.138324,TRUE,0.9474620950894946,TRUE,TRUE,TRUE,TRUE,pass,2.414267313042143,92
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.05749999999999999,20,0.5,0.8091760696193296,7.858931654278059,1,0.5697837961604819,0.9477278989659208,TRUE,TRUE,TRUE,3.718313654476838e-4,TRUE,ok,4,0.1309455,0.112339,0.15227249999999998,TRUE,0.9477278989659208,TRUE,TRUE,TRUE,TRUE,pass,2.413735705289291,93
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.08249999999999999,20,2,0.7200410742989874,4.7666830009057755,0.9999999997738164,2.152714453171939,0.947640778154192,TRUE,TRUE,TRUE,8.780445602090889e-4,TRUE,ok,4,0.1339545,0.11124975,0.160574,TRUE,0.947640778154192,TRUE,TRUE,TRUE,TRUE,pass,2.4136241626022166,94
549,11,2.5,0.08,0.03,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6754167687861922,0.06999999999999999,20,2.5,0.7675744214939847,5.355474360649358,0.9999999999979444,2.680198737373576,0.9476909173100724,TRUE,TRUE,TRUE,0.00132309155434204,TRUE,ok,4,0.127672,0.1042605,0.155041,TRUE,0.9476909173100724,TRUE,TRUE,TRUE,TRUE,pass,2.412952315669392,95
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.095,20,2.5,0.667003954363989,3.71229645375857,0.9999989582221378,2.6784681936493144,0.9483022428930512,TRUE,TRUE,TRUE,0.00132343532731239,TRUE,ok,4,0.13448,0.11136525,0.1608475,TRUE,0.9483022428930512,TRUE,TRUE,TRUE,TRUE,pass,2.4125870174350297,96
573,15,2.5,0.08,0.04,0.05,0.02,0.45,0.12973326797683704,0.0083353757238426,0.6753334150289537,0.02,15,2,0.8383495730379544,8.410264657291657,1,2.1516798208467667,0.9480964501480446,TRUE,TRUE,TRUE,0.00141668039289617,TRUE,ok,4,0.126045,0.0968235,0.15947224999999998,TRUE,0.9480964501480446,TRUE,TRUE,TRUE,TRUE,pass,2.4123079575079247,97
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,20,1.5,0.8997694344969538,16.637358442664556,1,1.6234685935778546,0.9485862591318114,TRUE,TRUE,TRUE,7.954181685810927e-4,TRUE,ok,4,0.1332565,0.1114865,0.1585135,TRUE,0.9485862591318114,TRUE,TRUE,TRUE,TRUE,pass,2.4118284620838217,98
549,11,2.5,0.08,0.03,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6754167687861922,0.05749999999999999,20,0.5,0.8091760696193296,6.876565197493302,1,0.569465139717795,0.9482582204550803,TRUE,TRUE,TRUE,2.8128743898209185e-4,TRUE,ok,4,0.1241835,0.10522475,0.14637899999999998,TRUE,0.9482582204550803,TRUE,TRUE,TRUE,TRUE,pass,2.4118177093793762,99
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.06999999999999999,15,2.5,0.7101266065033779,4.540260255776517,0.9999999986160044,2.6763896708376707,0.9490396799151556,TRUE,TRUE,TRUE,0.0015299026877507,TRUE,ok,3,0.112212,0.0995585,0.135789,TRUE,0.9490396799151556,TRUE,TRUE,TRUE,TRUE,pass,2.4110168819539775,100
549,11,2.5,0.08,0.03,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6754167687861922,0.045,20,1,0.8448367152071128,8.829684493091772,1,1.0961526253726337,0.9487729864684266,TRUE,TRUE,TRUE,5.417387713729134e-4,TRUE,ok,4,0.1256055,0.10475175,0.149953,TRUE,0.9487729864684266,TRUE,TRUE,TRUE,TRUE,pass,2.410788177352684,101
561,13,2.5,0.08,0.035,0.05,0.02,0.45,0.129733267976837,0.0083353757238426,0.6753750919075729,0.045,20,2.5,0.8448367152071128,8.829684493091772,1,2.676763362856582,0.948907189647638,TRUE,TRUE,TRUE,0.00154351298096811,TRUE,ok,4,0.127671,0.1043355,0.1546985,TRUE,0.948907189647638,TRUE,TRUE,TRUE,TRUE,pass,2.4106031247514994,102
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.08249999999999999,20,1,0.7200410742989874,4.7666830009057755,0.9999999997738164,1.0952393519692123,0.9495641276072878,TRUE,TRUE,TRUE,5.371458869861505e-4,TRUE,ok,4,0.13237749999999998,0.11172425,0.1563455,TRUE,0.9495641276072878,TRUE,TRUE,TRUE,TRUE,pass,2.409872725132869,103
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.02,20,3,0.8997694344969536,16.637358442664514,1,3.200085153779946,0.9499747206442762,TRUE,TRUE,TRUE,0.00209327287214993,TRUE,ok,4,0.134915,0.1112615,0.161901,TRUE,0.9499747206442762,TRUE,TRUE,TRUE,TRUE,pass,2.40924206193258,104
528,8,2.5,0.07,0.04,0.06,0.02,0.45,0.129733267976837,0.00952614368439154,0.6752857843105318,0.02,10,1,0.7497599965864212,5.5528871271347136,0.9999999999995804,1.0936842957511546,0.9509142666122832,TRUE,TRUE,TRUE,7.161196396738151e-4,TRUE,ok,3,0.105071,0.0877445,0.1342835,TRUE,0.9509142666122832,TRUE,TRUE,TRUE,TRUE,pass,2.4073629699965657,105
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.06999999999999999,15,3,0.7147925123124365,4.1118190280876545,0.999999994112326,3.268649791204371,0.9300476271631584,FALSE,TRUE,TRUE,-4.4865249204582847e-4,TRUE,ok,2,0.140348,0.1267235,0.1539725,TRUE,0.9300476271631584,TRUE,TRUE,TRUE,TRUE,pass,1.5608370074261457,106
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.0325,5,0.5,0.6209914278028151,2.68813758452901,0.9994798917134122,0.579786131088622,0.9309293839838424,FALSE,TRUE,TRUE,-0.00372636613461387,TRUE,ok,2,0.13794,0.1121025,0.16377750000000002,TRUE,0.9309293839838424,TRUE,TRUE,TRUE,TRUE,pass,1.5590734937847777,107
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.045,10,1,0.7031862406990443,3.8868810962278904,0.999999964399331,1.1185663041658702,0.9297615711523448,FALSE,TRUE,TRUE,-1.353642384625646e-4,TRUE,ok,2,0.13845849999999998,0.12222525,0.15469175,TRUE,0.9297615711523448,TRUE,TRUE,TRUE,TRUE,pass,1.5588393036917618,108
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.08249999999999999,20,2.5,0.7261217072333872,4.349774356656169,0.9999999991225909,2.72802260639146,0.9310773275322328,FALSE,TRUE,TRUE,-3.722300724275235e-4,TRUE,ok,2,0.13785350000000002,0.12740525000000005,0.14830175,TRUE,0.9310773275322328,TRUE,TRUE,TRUE,TRUE,pass,1.5587776066879968,109
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.0325,20,2.5,0.8781507681769951,11.823912591595594,1,2.7308559505734595,0.9301113079460008,FALSE,TRUE,TRUE,-3.2587425865002184e-4,TRUE,ok,2,0.13785550000000002,0.12740625,0.14830475,TRUE,0.9301113079460008,TRUE,TRUE,TRUE,TRUE,pass,1.5581398301044498,110
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.045,20,1.5,0.8487760886276773,9.208472385302496,1,1.6553332760930064,0.9303262504543972,FALSE,TRUE,TRUE,-1.975773064256045e-4,TRUE,ok,2,0.136446,0.1267275,0.1461645,TRUE,0.9303262504543972,TRUE,TRUE,TRUE,TRUE,pass,1.557709945087657,111
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.045,15,1.5,0.7847855234454322,5.9826613843312915,0.9999999999999982,1.6546433394309137,0.9307141686072686,FALSE,TRUE,TRUE,-1.975773068469e-4,TRUE,ok,2,0.13782,0.1255075,0.1501325,TRUE,0.9307141686072686,TRUE,TRUE,TRUE,TRUE,pass,1.5569341087819142,112
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.095,15,2,0.6326902261321005,2.826009134333359,0.999827324831912,2.187826878135093,0.9322742443873936,FALSE,TRUE,TRUE,-0.03401259522940852,TRUE,ok,2,0.13884000000000002,0.1259935,0.1516865,TRUE,0.9322742443873936,TRUE,TRUE,TRUE,TRUE,pass,1.556383772977675,113
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.06999999999999999,20,1,0.7729481949894945,5.585220830803085,0.9999999999999551,1.118477296899073,0.929835592446362,FALSE,TRUE,TRUE,-1.1458286808911992e-4,TRUE,ok,2,0.1353685,0.12622224999999998,0.14451475,TRUE,0.929835592446362,TRUE,TRUE,TRUE,TRUE,pass,1.5561214453477161,114
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.045,15,1.5,0.7847855234454322,5.9826613843312915,0.9999999999999982,1.6502813319209966,0.933174223214034,FALSE,TRUE,TRUE,-2.2537756921552077e-4,TRUE,ok,2,0.137819,0.1255075,0.1501305,TRUE,0.933174223214034,TRUE,TRUE,TRUE,TRUE,pass,1.5545838153243943,115
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.045,15,1.5,0.7847855234454322,5.9826613843312915,0.9999999999999982,1.6538321054540577,0.9311707004122962,FALSE,TRUE,TRUE,-1.6967077769847183e-4,TRUE,ok,2,0.1378215,0.12550825000000002,0.15013475,TRUE,0.9311707004122962,TRUE,TRUE,TRUE,TRUE,pass,1.553451229415848,116
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.02,10,2.5,0.7525980435195719,4.990854119199724,0.9999999999948016,2.727015605941415,0.9314211456850648,FALSE,TRUE,TRUE,-2.79848806254715e-4,TRUE,ok,2,0.14317449999999998,0.12446825,0.16188075,TRUE,0.9314211456850648,TRUE,TRUE,TRUE,TRUE,pass,1.5529503388703105,117
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.095,15,1,0.6326902261321005,2.826009134333359,0.999827324831912,1.1131509175524117,0.9341296929604812,FALSE,TRUE,TRUE,-0.00882643957076982,TRUE,ok,2,0.136436,0.1248665,0.14800549999999998,TRUE,0.9341296929604812,TRUE,TRUE,TRUE,TRUE,pass,1.5526728758315,118
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.045,10,2,0.7031862406990443,3.8868810962278904,0.999999964399331,2.1866536209592597,0.9329323626042508,FALSE,TRUE,TRUE,-2.6924950743190124e-4,TRUE,ok,2,0.14198650000000002,0.12389275,0.16008024999999998,TRUE,0.9329323626042508,TRUE,TRUE,TRUE,TRUE,pass,1.5524977207879496,119
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.095,20,3,0.6737145341115364,3.387607675147739,0.9999980675384216,3.2508188018575312,0.9351472314846336,FALSE,TRUE,TRUE,-0.00168340987954274,TRUE,ok,2,0.1383835,0.12766375000000002,0.14910325,TRUE,0.9351472314846336,TRUE,TRUE,TRUE,TRUE,pass,1.5506377987831952,120
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6838490787800549,0.095,20,1,0.6737145341115364,3.387607675147739,0.9999980675384216,1.115174951264635,0.932587363407902,FALSE,TRUE,TRUE,-2.586403338002141e-4,TRUE,ok,2,0.1353685,0.12622224999999998,0.14451475,TRUE,0.932587363407902,TRUE,TRUE,TRUE,TRUE,pass,1.5506179034246363,121
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,10,0.5,0.6485147293699275,3.027106041447722,0.9999654373002628,0.5781262425938621,0.9340221544474556,FALSE,TRUE,TRUE,-4.553041177759055e-4,TRUE,ok,2,0.1352365,0.12082525,0.14964775,TRUE,0.9340221544474556,TRUE,TRUE,TRUE,TRUE,pass,1.5503181371015402,122
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,10,1.5,0.7525980435195719,4.990854119199724,0.9999999999948016,1.6481826750328767,0.934362448605088,FALSE,TRUE,TRUE,-1.9757810756936697e-4,TRUE,ok,2,0.140489,0.1231755,0.15780249999999998,TRUE,0.934362448605088,TRUE,TRUE,TRUE,TRUE,pass,1.5496375487862752,123
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.045,10,2.5,0.7031862406990443,3.8868810962278904,0.999999964399331,2.7118185811676088,0.9366407947189068,FALSE,TRUE,TRUE,-3.8337050423625785e-4,TRUE,ok,2,0.14316800000000002,0.124465,0.161871,TRUE,0.9366407947189068,TRUE,TRUE,TRUE,TRUE,pass,1.5476506723146488,124
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.0325,20,3,0.8781507681769951,11.823912591595594,1,3.245021345815622,0.9368197235189248,FALSE,TRUE,TRUE,-4.449011747657411e-4,TRUE,ok,2,0.1383835,0.12766375000000002,0.14910325,TRUE,0.9368197235189248,TRUE,TRUE,TRUE,TRUE,pass,1.5472928147146128,125
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.0325,15,3,0.8147651398730988,7.216467133823199,1,3.2578798731323335,0.9331221893940338,FALSE,TRUE,TRUE,-2.796365346047075e-4,TRUE,ok,2,0.14035550000000002,0.12672725,0.15398375000000003,TRUE,0.9331221893940338,TRUE,TRUE,TRUE,TRUE,pass,1.5469784356963618,126
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6851339866580604,0.02,15,1.5,0.841412477299489,8.704720950769872,1,1.6501425074180591,0.9332527300382096,FALSE,TRUE,TRUE,-1.4165798134581353e-4,TRUE,ok,2,0.13782350000000002,0.12550925000000002,0.15013775,TRUE,0.9332527300382096,TRUE,TRUE,TRUE,TRUE,pass,1.5467173544080102,127
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6812792630240438,0.02,15,2,0.841412477299489,8.704720950769872,1,2.176908208848909,0.9371088738182018,FALSE,TRUE,TRUE,-2.985521041191097e-4,TRUE,ok,2,0.13884000000000002,0.1259935,0.1516865,TRUE,0.9371088738182018,TRUE,TRUE,TRUE,TRUE,pass,1.5467145141160588,128
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.02,20,2,0.9024751397014926,15.182204292302965,1,2.179351438186132,0.9360582989303856,FALSE,TRUE,TRUE,-2.6172578253780276e-4,TRUE,ok,2,0.1372105,0.12709325,0.14732775,TRUE,0.9360582989303856,TRUE,TRUE,TRUE,TRUE,pass,1.5462458481356802,129
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.08249999999999999,15,3,0.6750850803771075,3.408817702972898,0.9999983691282324,3.247088219202124,0.9362219016432164,FALSE,TRUE,TRUE,-0.00125464998260228,TRUE,ok,2,0.1403505,0.12672475,0.15397624999999998,TRUE,0.9362219016432164,TRUE,TRUE,TRUE,TRUE,pass,1.5459186427100184,130
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.13125169104336687,0.25698157560109997,0.6825641709020493,0.06999999999999999,10,2.5,0.6485147293699275,3.027106041447722,0.9999654373002628,2.712060725153424,0.936525340193838,FALSE,TRUE,TRUE,-0.00915309071662373,TRUE,ok,2,0.1431715,0.12446675,0.16187625,TRUE,0.936525340193838,TRUE,TRUE,TRUE,TRUE,pass,1.5453117656087754,131
