try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,rF,omega_star,d_star,lambda_star,f_star,Z_star,stable,RH_ok,has_complex,has_hopf,n_roots,rF_root_med,rF_root_p25,rF_root_p75,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,score,candidate_id,rF_anchor,anchor_source,sim_ok,sim_reason,rF_below,rF_above,stop_reason_below,stop_reason_above,taint_flag_below,taint_flag_above,tainted_below,tainted_above,clamp_hit_below_below,clamp_hit_above_below,clamp_rate_total_below,clamp_reason_below,clamp_hit_below_above,clamp_hit_above_above,clamp_rate_total_above,clamp_reason_above,bounded_below,bounded_reason_below,bounded_above,bounded_reason_above,raw_cycle_below,raw_cycle_reason_below,raw_cycle_above,raw_cycle_reason_above,cycle_below,cycle_reason_below,cycle_above,cycle_reason_above,amp_below,amp_above,period_below,period_above,omega_mean_below,omega_mean_above,flip_ok,class_5B,survival_rate,bounded_rate,cycle_rate,amp_med,period_med,taint_share,clamp_rate_med,class_5D,score_stage5,robust_survival_rate
564,14,2.5,0.08,0.035,0.06,0.45,5,2.5,0.02,0.6502848842903546,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,67.43846315391485,45,0.02,baseline_rF,TRUE,ok,0.018,0.022,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01418898996929646,0.01418901890386625,8.057534246575344,8.057534246575344,0.6501973802702199,0.6501969232583032,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00283780378077325,NA
564,14,2.5,0.08,0.035,0.06,0.45,10,2.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,33,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01418846428204378,0.01416605791958902,8.057534246575344,8.058904109589042,0.6501968865699801,0.6501949320995032,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.0028332115839178,NA
564,14,2.5,0.08,0.035,0.06,0.45,5,2.5,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,21,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01416519014371336,0.01411827585355668,8.058904109589042,8.058904109589042,0.6501948201465962,0.6501928558761176,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00282365517071133,NA
576,16,2.5,0.08,0.04,0.06,0.45,5,1.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,24,0.02,baseline_rF,TRUE,ok,0.018,0.022,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01289577538946201,0.012896173381524101,10.34561403508772,10.34561403508772,0.6501955611817246,0.6501952369028311,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00257923467630482,NA
576,16,2.5,0.08,0.04,0.06,0.45,5,1.5,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,67.40848600592369,6,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01289522782169755,0.01289539972760805,10.347368421052632,10.347368421052632,0.6501937333035925,0.6501923121272267,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00257907994552161,NA
576,16,2.5,0.08,0.04,0.06,0.45,20,1.5,0.1075,0.6502532304803152,0.00633076200788132,0.6560968441580585,3.333810756344861,0.999977926973607,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,67.43860840511576,49,0.1075,baseline_rF,TRUE,ok,0.1055,0.1095,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01289626210641142,0.01289521538005511,10.344736842105265,10.34561403508772,0.6501959451301997,0.6501952152326229,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00257904307601102,NA
576,16,2.5,0.08,0.04,0.06,0.45,10,1.5,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,67.418631187181,12,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01289590672713869,0.01289481103370682,10.34561403508772,10.346491228070176,0.6501952257158119,0.6501938503819491,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00257896220674136,NA
564,14,2.5,0.08,0.035,0.06,0.45,5,2,0.02,0.6502848842903546,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,67.43846315391485,44,0.02,baseline_rF,TRUE,ok,0.018,0.022,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01272889873282051,0.01272959042058974,8.990151515151515,8.990151515151515,0.6501863122675197,0.650186468577319,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00254591808411794,NA
564,14,2.5,0.08,0.035,0.06,0.45,5,2,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,20,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01272754625564887,0.01272844750703977,8.99090909090909,8.991666666666667,0.6501872408036613,0.6501880405980835,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00254568950140795,NA
564,14,2.5,0.08,0.035,0.06,0.45,10,2,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,32,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01272930893535345,0.01272679368925555,8.990151515151515,8.990151515151515,0.6501864679375684,0.6501871633434493,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00254535873785111,NA
552,12,2.5,0.08,0.03,0.06,0.45,5,2.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,40,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01218300582416448,0.01215017457768008,8.057534246575342,8.058904109589042,0.6502370331856,0.6502353626785525,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00243003491553601,NA
564,14,2.5,0.08,0.035,0.06,0.45,5,1.5,0.02,0.6502848842903546,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,67.43846315391485,43,0.02,baseline_rF,TRUE,ok,0.018,0.022,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01114426218624248,0.01114407554494756,10.344736842105265,10.344736842105265,0.6502323441680619,0.6502320735701319,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00222881510898951,NA
564,14,2.5,0.08,0.035,0.06,0.45,5,1.5,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,19,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01114343706764264,0.01114347203378235,10.346491228070176,10.347368421052632,0.6502308176548152,0.650229629944619,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00222869440675647,NA
564,14,2.5,0.08,0.035,0.06,0.45,10,1.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,31,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01114391483869603,0.01114300836501724,10.344736842105265,10.346491228070176,0.6502320780372495,0.650230949429606,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00222860167300344,NA
552,12,2.5,0.08,0.03,0.06,0.45,5,2,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,39,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01096513910197,0.01096600302092137,8.990151515151515,8.990909090909092,0.6502308151212915,0.6502315019180986,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00219320060418427,NA
576,16,2.5,0.08,0.04,0.06,0.45,5,1,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,23,0.02,baseline_rF,TRUE,ok,0.018,0.022,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01059213717676499,0.01059239694527669,12.585106382978724,12.586170212765955,0.6502525437563232,0.6502525335019764,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00211847938905533,NA
576,16,2.5,0.08,0.04,0.06,0.45,5,1,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,67.40848600592369,5,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01059199439431529,0.01059200524534964,12.587234042553192,12.588297872340425,0.6502524559127258,0.6502523379813344,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00211840104906992,NA
576,16,2.5,0.08,0.04,0.06,0.45,20,1,0.1075,0.6502532304803152,0.00633076200788132,0.6560968441580585,3.333810756344861,0.999977926973607,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,67.43860840511576,48,0.1075,baseline_rF,TRUE,ok,0.1055,0.1095,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01059226093682075,0.01059189583631592,12.585106382978724,12.586170212765955,0.6502525546894926,0.6502525474414423,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.00211837916726318,NA
576,16,2.5,0.08,0.04,0.06,0.45,10,1,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,67.418631187181,11,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,TRUE,ok,0.01059224527341695,0.010591794800894,12.586170212765955,12.587234042553192,0.6502525374002721,0.6502524766350245,FALSE,FAIL_CYCLE_BOTH_SIDES,0,0,0,NA,NA,0,NA,FAIL_CYCLE_BOTH_SIDES,0.0021183589601788,NA
552,12,2.5,0.08,0.03,0.06,0.45,5,1.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,38,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,FALSE,low_var_or_amp,FALSE,low_var_or_amp,FALSE,low_var_or_amp,FALSE,low_var_or_amp,0.00963220401982112,0.00963160586954337,NA,NA,0.6502675906551862,0.6502665953978702,FALSE,FAIL_NO_CYCLE,0,0,0,NA,NA,0,NA,FAIL_NO_CYCLE,0.00192632117390867,NA
564,14,2.5,0.08,0.035,0.06,0.45,5,1,0.02,0.6502848842903546,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,67.43846315391485,42,0.02,baseline_rF,TRUE,ok,0.018,0.022,complete,complete,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,0,0,0,NA,TRUE,ok,TRUE,ok,FALSE,low_var_or_amp,FALSE,low_var_or_amp,FALSE,low_var_or_amp,FALSE,low_var_or_amp,0.00921934090179105,0.00921931763810196,NA,NA,0.650282718690557,0.650282698936681,FALSE,FAIL_NO_CYCLE,0,0,0,NA,NA,0,NA,FAIL_NO_CYCLE,0.00184386352762039,NA
