try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,kappa_star,r_star,d_star,omega_star,rF,psi,phi2,lambda_star,f_star,Z_star,phi1_fixed,phi1,e_implied,phi1_calib_ok,phi1_calib_reason,econ_ok,reason_fatal,reason_warn
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.057499999999999996,5,0.5,0.5911589434116165,2.3722730920680863,0.9935296733912695,0.5716725831385703,0.5716725831385703,0.9389375186557197,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.08249999999999999,15,1.5,0.6750850803771073,3.408817702972896,0.9999983691282325,1.636288139643148,1.636288139643148,0.9411530380145645,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.12,10,0.5,0.5280995886665499,1.8360326243393839,0.677894731464474,0.40263782255351543,0.40263782255351543,0.9411618693171089,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.057499999999999996,10,1.5,0.6764526344525883,3.4301605281357297,0.99999862511189,1.6406263520242648,1.6406263520242648,0.9386646360810487,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.12,15,2.5,0.5420939678268957,1.9422857797926734,0.8311976127443743,2.249032574496232,2.249032574496232,0.9417355959530074,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.02,15,2,0.841412477299489,8.704720950769868,1,2.176908208848909,2.176908208848909,0.9371088738182018,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.095,10,2.5,0.5896495702674274,2.357512555519665,0.9927245895934326,2.6914622654672713,2.6914622654672713,0.936967055544345,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.0325,20,3,0.8781507681769949,11.823912591595565,1,3.245021345815622,3.245021345815622,0.9368197235189247,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.045,10,2.5,0.7031862406990442,3.8868810962278872,0.999999964399331,2.7118185811676088,2.7118185811676088,0.9366407947189069,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.06999999999999999,5,0.5,0.575971730762999,2.2285443312496764,0.9798502378044461,0.5613075427711011,0.5613075427711011,0.9440905003450566,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.095,15,0.5,0.6326902261321004,2.826009134333357,0.9998273248319121,0.5718234563712031,0.5718234563712031,0.9441964235644565,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.12,10,2.5,0.5280995886665499,1.8360326243393839,0.677894731464474,1.8368924270849678,1.8368924270849678,0.9443867278684919,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.095,20,3,0.6737145341115361,3.3876076751477355,0.9999980675384216,3.2508188018575312,3.2508188018575312,0.9351472314846337,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.095,15,1,0.6326902261321004,2.826009134333357,0.9998273248319121,1.1131509175524117,1.1131509175524117,0.9341296929604811,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.1075,5,3,0.5296547688166819,1.8475281417618492,0.6976384999993364,2.2846253993455323,2.2846253993455323,0.9335952846401063,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.1075,15,2.5,0.5881385070380923,2.3428438606061395,0.9918261150087548,2.6990809290437032,2.6990809290437032,0.9334900856102084,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.045,15,1.5,0.7847855234454322,5.982661384331291,0.9999999999999982,1.6502813319209966,1.6502813319209966,0.933174223214034,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.057499999999999996,20,2.5,0.8138212965619713,7.171565504564987,1,2.6819880142342303,2.6819880142342303,0.9470586693599482,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.095,15,2,0.6326902261321004,2.826009134333357,0.9998273248319121,2.187826878135093,2.187826878135093,0.9322742443873937,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.12,15,1.5,0.5420939678268957,1.9422857797926734,0.8311976127443743,1.3803064518840986,1.3803064518840986,0.9322541507794176,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.02,5,1,0.6355863778116764,2.861507563539969,0.9998700087104048,1.0964372314047068,1.0964372314047068,0.9484081522643748,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.08249999999999999,20,2.5,0.726121707233387,4.349774356656162,0.9999999991225907,2.72802260639146,2.72802260639146,0.9310773275322328,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.0325,5,0.5,0.6209914278028151,2.68813758452901,0.9994798917134122,0.579786131088622,0.579786131088622,0.9309293839838424,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.06999999999999999,15,1,0.7147925123124363,4.11181902808765,0.9999999941123261,1.0957667032256724,1.0957667032256724,0.9491071329789612,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.045,5,1.5,0.6061741358442716,2.525271561546415,0.9980886362565783,1.6517614945769312,1.6517614945769312,0.9306022445925684,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.06999999999999999,15,3,0.7147925123124363,4.11181902808765,0.9999999941123261,3.268649791204371,3.268649791204371,0.9300476271631585,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.095,15,1.5,0.6273813408319064,3.120472196715956,0.999881441647044,1.6393825890729206,1.6393825890729206,0.9392695596098427,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.0325,10,2.5,0.7255842061040096,4.900405690098263,0.9999999999224001,2.705553889740259,2.705553889740259,0.938809612862617,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.1075,10,3,0.5553553313502388,2.314787742864168,0.9305074863712102,3.007357453275472,3.007357453275472,0.941531727806307,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.02,15,2.5,0.8383495730379544,9.61173103690475,1,2.707422706927173,2.707422706927173,0.9381615931273651,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.0325,20,2,0.8748637875805725,12.95718778338679,1,2.1746067257830877,2.1746067257830877,0.9381006578398147,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.1075,20,0.5,0.6093701293392981,2.891139385180376,0.9992579297009929,0.575346081214957,0.575346081214957,0.9379206402361571,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.045,20,1.5,0.8448367152071128,10.091067992104884,1,1.6326999592594804,1.6326999592594804,0.9432229058782332,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.1075,5,2,0.5277629996994208,2.071248686712214,0.6561533250472494,1.4436696683289485,1.4436696683289485,0.9367147345138847,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.08249999999999999,5,2.5,0.5587686888316964,2.34703224526464,0.9454460708977006,2.5479411754524337,2.5479411754524337,0.9433558358416362,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.06999999999999999,10,2.5,0.6450458285765892,3.3679962925308105,0.9999836322211118,2.692239410243929,2.692239410243929,0.9434373001480755,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.12,5,3,0.5121641842485012,1.9457580726327097,0.411510083204825,1.3618308435194195,1.3618308435194195,0.9358946859513543,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.06999999999999999,10,1,0.6450458285765892,3.3679962925308105,0.9999836322211118,1.101331209554337,1.101331209554337,0.9442968865305741,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.08249999999999999,15,3,0.6700694132326794,3.7640079561559263,0.9999993111714858,3.249992300756276,3.249992300756276,0.9353861954710007,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.095,10,3,0.5859706116197775,2.622998150004583,0.9936956703485436,3.196853819326498,3.196853819326498,0.945018815931378,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.0325,5,1.5,0.6192029050692862,3.0136490567054945,0.999721385166984,1.6287322821095587,1.6287322821095587,0.9452640527001688,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.1075,10,1.5,0.5553553313502388,2.314787742864168,0.9305074863712102,1.5361394920153546,1.5361394920153546,0.9346555029798452,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.02,15,1.5,0.8383495730379544,9.61173103690475,1,1.6480092798825356,1.6480092798825356,0.9344607574720488,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.0325,10,1,0.7255842061040096,4.900405690098263,0.9999999999224001,1.1130730292061346,1.1130730292061346,0.934350193234085,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.06999999999999999,5,2.5,0.5741164601884733,2.4984028199857526,0.9831005729695479,2.6403835908742623,2.6403835908742623,0.9459805162615915,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.02,10,2.5,0.7497599965864213,5.552887127134718,0.9999999999995803,2.6846102107316256,2.6846102107316256,0.9461336285787036,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.0325,5,2,0.6192029050692862,3.0136490567054945,0.999721385166984,2.155496562016197,2.155496562016197,0.9461591385821209,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.0325,15,2.5,0.8113029964002764,7.968404905712333,1,2.7200724390335385,2.7200724390335385,0.9337986604880569,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.08249999999999999,10,1.5,0.6159357215946555,2.9722462960748413,0.9996120241913653,1.626817745692097,1.626817745692097,0.9462756601736807,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.045,15,1,0.7809137156371934,6.606039692287071,1,1.1139779274817558,1.1139779274817558,0.9335912088949649,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.057499999999999996,5,2.5,0.5893227427049736,2.6595359580195876,0.9952860163513039,2.71009813984856,2.71009813984856,0.932886895756305,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.08249999999999999,20,2,0.7200410742989874,4.7666830009057755,0.9999999997738163,2.152714453171939,2.152714453171939,0.9476407781541921,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.045,5,1.5,0.604360239081273,2.8310612906046515,0.998800558965452,1.6504719040123748,1.6504719040123748,0.931976384880433,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.02,10,2,0.7497599965864213,5.552887127134718,0.9999999999995803,2.1900604349328208,2.1900604349328208,0.9314811442916812,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.02,5,1,0.6338261163540191,3.208012721986034,0.9999411412343227,1.0962260141270237,1.0962260141270237,0.9486557770319625,TRUE,ok,TRUE,ok,ok
492,5,2.5,0.07,0.025,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6754286764657976,0.06999999999999999,5,2,0.5741164601884733,2.4984028199857526,0.9831005729695479,2.154575772560202,2.154575772560202,0.9311351085857621,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.0325,5,1.5,0.6192029050692862,3.0136490567054945,0.999721385166984,1.638555352110416,1.638555352110416,0.9395972347028345,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,15,0.5,0.7809137156371934,6.606039692287071,1,0.575102864811197,0.575102864811197,0.938962458789488,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.0325,15,2,0.8113029964002764,7.968404905712333,1,2.1674880576785656,2.1674880576785656,0.9411816562370782,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.12,15,2,0.5364350579552162,2.1446670855681904,0.774438575536133,1.692965453118086,1.692965453118086,0.9385171730148946,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.12,10,2.5,0.5243139777947884,2.0427930132184158,0.6031370047689298,1.6437894806964326,1.6437894806964326,0.9416306224727405,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.08249999999999999,20,2,0.7200410742989874,4.7666830009057755,0.9999999997738163,2.1750689082546164,2.1750689082546164,0.9379013197262932,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.08249999999999999,15,1.5,0.6700694132326794,3.7640079561559263,0.9999993111714858,1.6340497558237987,1.6340497558237987,0.9424431301853751,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.095,5,2.5,0.5433077927350514,2.2048327500460445,0.8474670278544465,2.290091305971146,2.290091305971146,0.9426120102755914,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,20,2.5,0.8448367152071128,10.091067992104884,1,2.6938999650068585,2.6938999650068585,0.9428709428687094,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.0325,5,0.5,0.6192029050692862,3.0136490567054945,0.999721385166984,0.5722078520338982,0.5722078520338982,0.9434695638386836,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,20,0.5,0.8448367152071128,10.091067992104884,1,0.576768610533327,0.576768610533327,0.9362506733864596,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,20,1,0.8997694344969538,16.637358442664556,1,1.1004917207872498,1.1004917207872498,0.9450320982478848,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.06999999999999999,10,1,0.6450458285765892,3.3679962925308105,0.9999836322211118,1.100438542547636,1.100438542547636,0.9450628926658963,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.1075,10,3,0.5553553313502388,2.314787742864168,0.9305074863712102,3.0288505685050042,3.0288505685050042,0.9348504969366078,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.06999999999999999,15,0.5,0.7101266065033779,4.540260255776517,0.9999999986160044,0.5713266861392186,0.5713266861392186,0.9451685216335531,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.1075,20,2,0.6093701293392981,2.891139385180376,0.9992579297009929,2.1567721449770034,2.1567721449770034,0.9451697826075742,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.095,5,3,0.5433077927350514,2.2048327500460445,0.8474670278544465,2.7289991798345,2.7289991798345,0.946281370344695,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.08249999999999999,20,3,0.7200410742989874,4.7666830009057755,0.9999999997738163,3.257129173725844,3.257129173725844,0.9333372541206217,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,15,2,0.7809137156371934,6.606039692287071,1,2.186009524459951,2.186009524459951,0.9332072789133788,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.12,15,1,0.5364350579552162,2.1446670855681904,0.774438575536133,0.8600493804551661,0.8600493804551661,0.9469672254226911,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,10,1.5,0.7497599965864213,5.552887127134718,0.9999999999995803,1.6261763062793764,1.6261763062793764,0.9470067876728732,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,20,1,0.8448367152071128,10.091067992104884,1,1.1147717745974661,1.1147717745974661,0.9329263834075225,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.08249999999999999,10,0.5,0.6159357215946555,2.9722462960748413,0.9996120241913653,0.5699137218762189,0.5699137218762189,0.9471714601265989,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.12,20,2.5,0.5485132374012405,2.251621617147056,0.8898472800684483,2.388761746394448,2.388761746394448,0.9480301681778405,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.045,5,3,0.604360239081273,2.8310612906046515,0.998800558965452,3.202069090469741,3.202069090469741,0.9482623863218761,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.06999999999999999,5,2,0.5741164601884733,2.4984028199857526,0.9831005729695479,2.1532304231077437,2.1532304231077437,0.9317168865947745,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,20,1.5,0.8997694344969538,16.637358442664556,1,1.6234685935778546,1.6234685935778546,0.9485862591318114,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.02,5,2.5,0.6338261163540191,3.208012721986034,0.9999411412343227,2.6754114271607254,2.6754114271607254,0.94933169055842,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.095,20,2.5,0.6670039543639891,3.7122964537585723,0.9999989582221378,2.729300207551569,2.729300207551569,0.9306405314181079,TRUE,ok,TRUE,ok,ok
504,6,2.5,0.07,0.03,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753810457473757,0.08249999999999999,20,1,0.7200410742989874,4.7666830009057755,0.9999999997738163,1.0952393519692123,1.0952393519692123,0.9495641276072878,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.045,10,0.5,0.7000073120191243,4.324592842919641,0.99999999222966,0.5746186110656709,0.5746186110656709,0.9397537526906093,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.06999999999999999,5,1.5,0.5741164601884733,2.4984028199857526,0.9831005729695479,1.6123746911995114,1.6123746911995114,0.9393913633855858,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.08249999999999999,5,2.5,0.5587686888316964,2.34703224526464,0.9454460708977006,2.5594360583228992,2.5594360583228992,0.9391190568828857,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.12,5,1.5,0.5121641842485012,1.9457580726327097,0.411510083204825,0.6999261186458171,0.6999261186458171,0.9390492900577593,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.045,15,3,0.7809137156371934,6.606039692287071,1,3.2390909282024953,3.2390909282024953,0.9385349369265842,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.1075,10,3,0.5553553313502388,2.314787742864168,0.9305074863712102,3.006675312179141,3.006675312179141,0.9417453383290111,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.12,10,0.5,0.5243139777947884,2.0427930132184158,0.6031370047689298,0.36410791077651083,0.36410791077651083,0.938096900053675,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.0325,10,0.5,0.7255842061040096,4.900405690098263,0.9999999999224001,0.5732727630529553,0.5732727630529553,0.9419599791998462,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.095,20,2,0.6670039543639891,3.7122964537585723,0.9999989582221378,2.175285883503966,2.175285883503966,0.9378068105504516,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.02,10,2.5,0.7497599965864213,5.552887127134718,0.9999999999995803,2.7084947791881864,2.7084947791881864,0.9377902514400497,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.0325,15,1.5,0.8113029964002764,7.968404905712333,1,1.6432363309431823,1.6432363309431823,0.9371749948566882,TRUE,ok,TRUE,ok,ok
516,7,2.5,0.07,0.035,0.06,0.02,0.45,0.325,0.12973326797683704,0.00952614368439154,0.6753334150289537,0.08249999999999999,5,0.5,0.5587686888316964,2.34703224526464,0.9454460708977006,0.5472907105227933,0.5472907105227933,0.9368385495874348,TRUE,ok,TRUE,ok,ok
