try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,kappa_star,r_star,d_star,omega_star,rF,psi,phi2,lambda_star,f_star,Z_star,phi1_fixed,phi1,e_implied,phi1_calib_ok,phi1_calib_reason,econ_ok,reason_fatal,reason_warn
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.045,10,1.5,0.7031862406990442,3.8868810962278872,0.999999964399331,1.6351560975424948,1.6351560975424948,0.941806075220274,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.1075,10,1,0.5591016404467654,2.080497528050398,0.9370167788565071,1.0373532911296934,1.0373532911296934,0.9418361007873423,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.12,20,1,0.5560222396307736,2.0546879180549373,0.923674732785433,1.0274992407998071,1.0274992407998071,0.9378836446003668,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.08249999999999999,15,3,0.6750850803771073,3.408817702972896,0.9999983691282325,3.2440394137054684,3.2440394137054684,0.9371017795102238,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.12,15,3,0.5420939678268957,1.9422857797926734,0.8311976127443743,2.7037081797374416,2.7037081797374416,0.9370807312789066,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.1075,10,2,0.5591016404467654,2.080497528050398,0.9370167788565071,2.0437460258835927,2.0437460258835927,0.9365320022508675,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.095,10,0.5,0.5896495702674274,2.357512555519665,0.9927245895934326,0.5730293025029823,0.5730293025029823,0.9360119848215349,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.12,10,2.5,0.5280995886665499,1.8360326243393839,0.677894731464474,1.8372267431113871,1.8372267431113871,0.9442148799354875,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.1075,5,0.5,0.5296547688166819,1.8475281417618492,0.6976384999993364,0.41553083381149925,0.41553083381149925,0.9357169633675163,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.057499999999999996,15,2,0.7514340725643672,4.959800491824101,0.9999999999933358,2.1597374136792498,2.1597374136792498,0.9445592723753403,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.08249999999999999,5,2,0.560639652558834,2.0935236558348675,0.9428938477444111,2.059950879379176,2.059950879379176,0.9348706878239799,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.045,20,2.5,0.8487760886276772,9.208472385302487,1,2.7173497227486227,2.7173497227486227,0.9347343033309559,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,10,1,0.7525980435195718,4.99085411919972,0.9999999999948017,1.1001605649711566,1.1001605649711566,0.9453165593351984,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.08249999999999999,20,2,0.726121707233387,4.349774356656162,0.9999999991225907,2.1840831058798362,2.1840831058798362,0.9340303914046292,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.095,5,2,0.5451909538384682,1.9666834696002986,0.8568439306544438,1.8779513901565226,1.8779513901565226,0.9338302740427813,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.06999999999999999,20,1.5,0.7729481949894945,5.585220830803084,0.9999999999999551,1.627256960165687,1.627256960165687,0.9463778848075293,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.095,5,3,0.5451909538384682,1.9666834696002986,0.8568439306544438,2.757919286750257,2.757919286750257,0.9465584451673359,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.12,15,2,0.5420939678268957,1.9422857797926734,0.8311976127443743,1.7983937329379844,1.7983937329379844,0.9466198609953974,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.02,15,1.5,0.841412477299489,8.704720950769868,1,1.6501425074180591,1.6501425074180591,0.9332527300382095,TRUE,ok,TRUE,ok,ok
348,1,2.35,0.08,0.025,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6851339866580604,0.0325,15,3,0.8147651398730988,7.2164671338231985,1,3.2578798731323335,3.2578798731323335,0.9331221893940338,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.0325,20,2.5,0.8781507681769949,11.823912591595565,1,2.7011579367797824,2.7011579367797824,0.940337462469185,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.02,5,0.5,0.6355863778116764,2.861507563539969,0.9998700087104048,0.5741288560442627,0.5741288560442627,0.9404421998144191,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.045,5,2,0.6061741358442716,2.525271561546415,0.9980886362565783,2.1682343088323255,2.1682343088323255,0.9390946652853738,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.045,10,2.5,0.7031862406990442,3.8868810962278872,0.999999964399331,2.7054063797928394,2.7054063797928394,0.9388607678203312,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.12,20,2,0.5560222396307736,2.0546879180549373,0.923674732785433,2.0120212893467397,2.0120212893467397,0.9380365285218468,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.02,10,2,0.7525980435195718,4.99085411919972,0.9999999999948017,2.1750894302269446,2.1750894302269446,0.9378924708290058,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.06999999999999999,15,1.5,0.7147925123124363,4.11181902808765,0.9999999941123261,1.6345870851306248,1.6345870851306248,0.9421339524687503,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.08249999999999999,15,0.5,0.6750850803771073,3.408817702972896,0.9999983691282325,0.5726845395285637,0.5726845395285637,0.9429260741151592,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.0325,10,2.5,0.7285971867662554,4.404413301445321,0.9999999994332818,2.7111918464303018,2.7111918464303018,0.936857346309706,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.1075,15,3,0.5881385070380923,2.3428438606061395,0.9918261150087548,3.2207260629627856,3.2207260629627856,0.9362728422336821,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.06999999999999999,5,3,0.575971730762999,2.2285443312496764,0.9798502378044461,3.1553224892355503,3.1553224892355503,0.9442935622517632,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.045,15,2.5,0.7847855234454322,5.982661384331291,0.9999999999999982,2.687647196813487,2.687647196813487,0.9450645170286696,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.0325,10,0.5,0.7285971867662554,4.404413301445321,0.9999999994332818,0.5711970251053572,0.5711970251053572,0.9453830744602321,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.12,5,2.5,0.5140609054198673,1.7355920702865888,0.48515165896875256,1.3406400714302438,1.3406400714302438,0.9345380420303745,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.12,20,3,0.5560222396307736,2.0546879180549373,0.923674732785433,3.0083818371640523,3.0083818371640523,0.9343974104717376,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.057499999999999996,15,0.5,0.7514340725643672,4.959800491824101,0.9999999999933358,0.5708829298615457,0.5708829298615457,0.9459032171931159,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.057499999999999996,5,2,0.5911589434116165,2.3722730920680863,0.9935296733912695,2.17185693779029,2.17185693779029,0.9333300511243287,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.02,5,1.5,0.6355863778116764,2.861507563539969,0.9998700087104048,1.6256516189547257,1.6256516189547257,0.9471924950658759,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.095,20,1,0.6737145341115361,3.3876076751477355,0.9999980675384216,1.115174951264635,1.115174951264635,0.9325873634079019,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.12,15,2,0.5420939678268957,1.9422857797926734,0.8311976127443743,1.8259974502492697,1.8259974502492697,0.932309749532428,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.0325,15,1,0.8147651398730988,7.2164671338231985,1,1.09675793456845,1.09675793456845,0.9482493513112509,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.02,10,2.5,0.7525980435195718,4.99085411919972,0.9999999999948017,2.727015605941415,2.727015605941415,0.9314211456850648,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.045,15,1.5,0.7847855234454322,5.982661384331291,0.9999999999999982,1.6538321054540577,1.6538321054540577,0.9311707004122962,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.08249999999999999,20,0.5,0.726121707233387,4.349774356656162,0.9999999991225907,0.5690294128842652,0.5690294128842652,0.9489843360190695,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.02,20,1.5,0.9024751397014925,15.182204292302945,1,1.6223723576869817,1.6223723576869817,0.9492272182173888,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.08249999999999999,5,1,0.560639652558834,2.0935236558348675,0.9428938477444111,1.035006557730958,1.035006557730958,0.9496498745855356,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.12,5,1.5,0.5140609054198673,1.7355920702865888,0.48515165896875256,0.8254190005129204,0.8254190005129204,0.9301063919973472,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.12,15,1.5,0.5420939678268957,1.9422857797926734,0.8311976127443743,1.3543371554231274,1.3543371554231274,0.9501300425554193,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.06999999999999999,20,1,0.7729481949894945,5.585220830803084,0.9999999999999551,1.118477296899073,1.118477296899073,0.929835592446362,TRUE,ok,TRUE,ok,ok
360,2,2.35,0.08,0.03,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6838490787800549,0.095,5,2,0.5451909538384682,1.9666834696002986,0.8568439306544438,1.8861410717945548,1.8861410717945548,0.9297755547204931,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.02,15,2.5,0.841412477299489,8.704720950769868,1,2.7017043930478395,2.7017043930478395,0.9401472664944598,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.12,10,2.5,0.5280995886665499,1.8360326243393839,0.677894731464474,1.8458070187596607,1.8458070187596607,0.9398256757236126,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.06999999999999999,5,1,0.575971730762999,2.2285443312496764,0.9798502378044461,1.0854665030725301,1.0854665030725301,0.9395501702886729,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.08249999999999999,15,1.5,0.6750850803771073,3.408817702972896,0.9999983691282325,1.6367265646345917,1.6367265646345917,0.9409009341985977,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.12,5,2,0.5140609054198673,1.7355920702865888,0.48515165896875256,1.0735166172264146,1.0735166172264146,0.9411156769494355,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.12,10,1,0.5280995886665499,1.8360326243393839,0.677894731464474,0.765847064438276,0.765847064438276,0.9373865420389468,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.02,10,3,0.7525980435195718,4.99085411919972,0.9999999999948017,3.2458402795251464,3.2458402795251464,0.9365833615291586,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.06999999999999999,10,2.5,0.6485147293699275,3.027106041447721,0.9999654373002629,2.712060725153424,2.712060725153424,0.9365253401938379,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.08249999999999999,15,3,0.6750850803771073,3.408817702972896,0.9999983691282325,3.2470882192021238,3.2470882192021238,0.9362219016432164,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.02,20,2,0.9024751397014925,15.182204292302945,1,2.179351438186132,2.179351438186132,0.9360582989303856,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.02,10,2.5,0.7525980435195718,4.99085411919972,0.9999999999948017,2.6884742307011043,2.6884742307011043,0.9447737943631394,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.12,20,2.5,0.5560222396307736,2.0546879180549373,0.923674732785433,2.4862989068729804,2.4862989068729804,0.9448529400345336,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.06999999999999999,20,2.5,0.7729481949894945,5.585220830803084,0.9999999999999551,2.6877237343695017,2.6877237343695017,0.9450376046910687,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.0325,20,2,0.8781507681769949,11.823912591595565,1,2.1585682168602944,2.1585682168602944,0.945070896562743,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.02,10,1.5,0.7525980435195718,4.99085411919972,0.9999999999948017,1.6481826750328767,1.6481826750328767,0.934362448605088,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.12,15,1,0.5420939678268957,1.9422857797926734,0.8311976127443743,0.9211072017904371,0.9211072017904371,0.9458156564740248,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.06999999999999999,10,0.5,0.6485147293699275,3.027106041447721,0.9999654373002629,0.5781262425938621,0.5781262425938621,0.9340221544474556,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.06999999999999999,20,2,0.7729481949894945,5.585220830803084,0.9999999999999551,2.156193941715174,2.156193941715174,0.9461115535725717,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.095,5,2,0.5451909538384682,1.9666834696002986,0.8568439306544438,1.8790451731765645,1.8790451731765645,0.9332866960000978,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.08249999999999999,10,2,0.6195213056922211,2.6714117053727287,0.9994054709352692,2.1846199411898852,2.1846199411898852,0.9332565831840159,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.045,10,2,0.7031862406990442,3.8868810962278872,0.999999964399331,2.1866536209592597,2.1866536209592597,0.9329323626042507,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.045,5,2.5,0.6061741358442716,2.525271561546415,0.9980886362565783,2.7225083953235303,2.7225083953235303,0.9312079973733826,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.045,15,1.5,0.7847855234454322,5.982661384331291,0.9999999999999982,1.6546433394309135,1.6546433394309135,0.9307141686072687,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.045,10,1.5,0.7031862406990442,3.8868810962278872,0.999999964399331,1.6222117653815078,1.6222117653815078,0.9493211548967057,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.12,10,1.5,0.5280995886665499,1.8360326243393839,0.677894731464474,1.1130684029776605,1.1130684029776605,0.9494853095905571,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.057499999999999996,10,1,0.6764526344525883,3.4301605281357297,0.99999862511189,1.0953026474453509,1.0953026474453509,0.9495079990334633,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.045,20,1.5,0.8487760886276772,9.208472385302487,1,1.6553332760930064,1.6553332760930064,0.9303262504543972,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.0325,20,2.5,0.8781507681769949,11.823912591595565,1,2.7308559505734595,2.7308559505734595,0.9301113079460009,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.08249999999999999,20,0.5,0.726121707233387,4.349774356656162,0.9999999991225907,0.5684470135020092,0.5684470135020092,0.9499566129031773,TRUE,ok,TRUE,ok,ok
372,3,2.35,0.08,0.035,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6825641709020493,0.045,10,1,0.7031862406990442,3.8868810962278872,0.999999964399331,1.1185663041658702,1.1185663041658702,0.9297615711523447,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.095,15,1.5,0.6326902261321004,2.826009134333357,0.9998273248319121,1.6382200309773909,1.6382200309773909,0.9398865586628381,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.0325,15,2.5,0.8147651398730988,7.2164671338231985,1,2.7015599965350705,2.7015599965350705,0.940197516715423,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.06999999999999999,10,2.5,0.6485147293699275,3.027106041447721,0.9999654373002629,2.7001573480200025,2.7001573480200025,0.9406539197106976,TRUE,ok,TRUE,ok,ok
384,4,2.35,0.08,0.04,0.06,0.02,0.45,0.32900000000000007,0.13125169104336684,0.25698157560109997,0.6812792630240438,0.045,5,2,0.6061741358442716,2.525271561546415,0.9980886362565783,2.168199422163889,2.168199422163889,0.9391097754656843,TRUE,ok,TRUE,ok,ok
